Job index,Operation index,Machine index,Grey processing time
15,7,7,"[16.4]:0.27 | (16.4,16.7):0.04 | [16.7]:0.27 | (16.7,16.9):0.02 | [16.9]:0.27 | (16.9,17.5]:0.12"
15,7,4,"[4.8]:0.57 | (4.8,5.4]:0.43"
15,8,1,[7.5]:0.62 | [7.6]:0.38
15,9,3,"[10.1,10.3):0.04 | [10.3]:0.22 | [10.4]:0.22 | (10.4,10.9):0.08 | [10.9]:0.22 | [11.0]:0.22"
15,9,8,"[8.1,8.5):0.05 | [8.5]:0.21 | [8.6]:0.21 | [8.7]:0.21 | (8.7,9.3):0.07 | [9.3]:0.21 | (9.3,9.5]:0.03"
15,10,1,"[18.1,18.4):0.03 | [18.4]:0.21 | [18.5]:0.21 | (18.5,19.1):0.05 | [19.1]:0.21 | (19.1,19.6):0.04 | [19.6]:0.21 | (19.6,20.0]:0.04"
15,11,8,"[17.4]:0.22 | (17.4,17.9):0.09 | [17.9]:0.22 | (17.9,18.1):0.02 | [18.1]:0.22 | [18.2]:0.22"
16,1,2,"[4.7,5.4):0.39 | [5.4]:0.56 | [5.5]:0.06"
16,2,7,"[10.1,10.5):0.4 | [10.5]:0.6"
16,2,8,"[18.1,18.3):0.03 | [18.3]:0.27 | (18.3,18.8):0.07 | [18.8]:0.27 | [18.9]:0.27 | (18.9,19.5]:0.1"
16,3,10,[9.6]:0.47 | [9.7]:0.47 | [9.8]:0.07
16,4,9,"[10.5,11.7):0.46 | [11.7]:0.54"
16,5,8,"[16.8,17.2):0.08 | [17.2]:0.22 | (17.2,17.4):0.02 | [17.4]:0.22 | [17.5]:0.22 | [17.6]:0.22 | [17.7]:0.02"
16,6,10,"[12.9,13.2):0.12 | [13.2]:0.29 | [13.3]:0.29 | [13.4]:0.29"
16,6,5,[6.4]:0.06 | [6.5]:0.31 | [6.6]:0.56 | [6.7]:0.06
16,7,5,[15.1]:0.33 | [15.2]:0.58 | [15.3]:0.08
16,7,9,[5.0]:0.04 | [5.1]:0.24 | [5.2]:0.24 | [5.3]:0.24 | [5.4]:0.24
16,8,1,[9.1]:0.03 | [9.2]:0.37 | [9.3]:0.37 | [9.4]:0.2 | [9.5]:0.03
16,9,1,"[17.8]:0.04 | [17.9]:0.54 | (17.9,18.9]:0.42"
16,10,3,"[13.7]:0.19 | [13.8]:0.35 | (13.8,14.0):0.02 | [14.0]:0.19 | (14.0,14.3):0.04 | [14.3]:0.19 | (14.3,14.5]:0.04"
16,10,7,"[12.3,12.9):0.13 | [12.9]:0.36 | (12.9,13.1):0.02 | [13.1]:0.36 | (13.1,13.7]:0.13"
16,11,8,"[12.6]:0.01 | [12.7]:0.21 | [12.8]:0.21 | (12.8,13.1):0.02 | [13.1]:0.21 | (13.1,13.5):0.03 | [13.5]:0.21 | (13.5,14.8]:0.11"
16,11,10,"[8.2]:0.03 | [8.3]:0.43 | [8.4]:0.23 | (8.4,8.6):0.03 | [8.6]:0.23 | [8.7]:0.03"
17,1,10,"[9.1,9.3):0.2 | [9.3]:0.6 | (9.3,9.5]:0.2"
17,2,5,"[12.7]:0.04 | [12.8]:0.29 | [12.9]:0.29 | [13.0]:0.29 | (13.0,13.2]:0.08"
17,2,9,"[4.7]:0.29 | [4.8]:0.29 | (4.8,5.0):0.04 | [5.0]:0.29 | (5.0,5.2]:0.08"
17,3,5,[8.4]:0.25 | [8.5]:0.75
17,4,10,"[17.6,17.9):0.08 | [17.9]:0.78 | (17.9,18.4]:0.14"
17,5,1,"[9.3,9.7):0.04 | [9.7]:0.18 | (9.7,10.0):0.02 | [10.0]:0.34 | (10.0,10.2):0.01 | [10.2]:0.18 | [10.3]:0.18 | (10.3,10.7]:0.04"
17,6,3,[4.9]:0.04 | [5.0]:0.21 | [5.1]:0.54 | [5.2]:0.21
17,6,8,"[11.0,11.6):0.09 | [11.6]:0.27 | (11.6,11.8):0.02 | [11.8]:0.27 | (11.8,12.2):0.05 | [12.2]:0.27 | (12.2,12.5]:0.05"
17,7,2,"[4.7,5.0):0.09 | [5.0]:0.28 | [5.1]:0.28 | (5.1,5.3):0.03 | [5.3]:0.28 | [5.4]:0.03"
17,8,10,"[14.3]:0.58 | (14.3,14.8]:0.42"
17,8,5,"[6.5,7.0):0.23 | [7.0]:0.55 | (7.0,7.5]:0.23"
17,9,1,"[10.2]:0.56 | (10.2,10.9]:0.44"
17,10,8,"[13.4,13.7):0.14 | [13.7]:0.55 | (13.7,14.4]:0.32"
17,10,10,"[8.4,8.6):0.1 | [8.6]:0.38 | [8.7]:0.38 | (8.7,9.0]:0.14"
17,11,3,[16.2]:0.33 | [16.3]:0.33 | [16.4]:0.33
17,11,7,"[12.7,13.0):0.05 | [13.0]:0.52 | (13.0,13.2):0.02 | [13.2]:0.18 | (13.2,13.6):0.05 | [13.6]:0.18"
17,12,1,"[14.7,15.7):0.19 | [15.7]:0.52 | (15.7,17.2]:0.29"
17,13,7,"[12.8,13.1):0.03 | [13.1]:0.21 | (13.1,14.0):0.07 | [14.0]:0.21 | (14.0,14.8):0.06 | [14.8]:0.41 | [14.9]:0.01"
18,1,3,"[13.8,14.1):0.07 | [14.1]:0.27 | (14.1,14.3):0.02 | [14.3]:0.27 | (14.3,14.5):0.02 | [14.5]:0.27 | (14.5,14.7]:0.05"
18,1,7,"[12.3]:0.04 | [12.4]:0.29 | [12.5]:0.29 | (12.5,12.8):0.07 | [12.8]:0.29 | [12.9]:0.04"
18,2,2,"[5.2,5.4):0.33 | [5.4]:0.67"
18,3,10,"[18.9,19.1):0.03 | [19.1]:0.42 | [19.2]:0.22 | (19.2,19.4):0.02 | [19.4]:0.22 | (19.4,20.1]:0.11"
18,4,3,[20.3]:0.7 | [20.4]:0.3
18,5,8,"[16.5,16.9):0.07 | [16.9]:0.42 | (16.9,17.2):0.03 | [17.2]:0.22 | [17.3]:0.22 | (17.3,17.6]:0.05"
18,6,1,[7.1]:1.0
18,7,5,"[8.4]:0.02 | [8.5]:0.18 | [8.6]:0.18 | (8.6,8.9):0.03 | [8.9]:0.18 | (8.9,9.2):0.03 | [9.2]:0.18 | [9.3]:0.18 | [9.4]:0.02"
18,8,7,"[14.0]:0.01 | [14.1]:0.18 | (14.1,14.3):0.01 | [14.3]:0.18 | (14.3,14.7):0.04 | [14.7]:0.18 | (14.7,14.9):0.01 | [14.9]:0.18 | [15.0]:0.18 | [15.1]:0.01"
18,9,7,"[16.5,17.2):0.13 | [17.2]:0.52 | (17.2,19.0]:0.35"
18,9,4,"[5.0,5.2):0.08 | [5.2]:0.24 | [5.3]:0.64 | [5.4]:0.04"
18,10,1,[9.6]:1.0
18,11,5,"[14.0]:0.08 | [14.1]:0.75 | (14.1,14.3]:0.17"
18,11,9,"[4.8]:0.23 | (4.8,5.0):0.03 | [5.0]:0.23 | (5.0,5.2):0.03 | [5.2]:0.23 | [5.3]:0.23 | [5.4]:0.03"
19,1,7,"[9.4]:0.23 | [9.5]:0.23 | (9.5,9.7):0.03 | [9.7]:0.23 | [9.8]:0.23 | [9.9]:0.03"
19,1,8,"[17.2,17.7):0.05 | [17.7]:0.26 | (17.7,19.2):0.13 | [19.2]:0.26 | (19.2,19.7):0.04 | [19.7]:0.26 | [19.8]:0.01"
19,2,2,[4.8]:0.58 | [4.9]:0.42
19,3,3,"[10.0,10.4):0.05 | [10.4]:0.61 | [10.5]:0.21 | (10.5,11.4]:0.12"
19,3,8,"[8.6]:0.54 | (8.6,9.7]:0.46"
19,4,9,"[10.3]:0.65 | [10.4]:0.25 | (10.4,10.6]:0.1"
19,5,4,[5.1]:0.25 | [5.2]:0.75
19,5,10,[10.8]:0.05 | [10.9]:0.45 | [11.0]:0.45 | [11.1]:0.05
19,6,10,"[17.2,17.7):0.42 | [17.7]:0.58"
19,7,7,[16.5]:0.38 | [16.6]:0.62
19,7,4,[5.1]:0.11 | [5.2]:0.44 | [5.3]:0.44
19,8,8,"[12.7,13.2):0.04 | [13.2]:0.21 | [13.3]:0.21 | (13.3,15.0):0.12 | [15.0]:0.21 | (15.0,15.2):0.01 | [15.2]:0.21"
19,8,10,[8.7]:0.38 | [8.8]:0.62
19,9,3,[5.3]:0.42 | [5.4]:0.58
19,9,8,"[11.0,12.0):0.31 | [12.0]:0.53 | (12.0,12.5]:0.16"
19,10,10,"[19.3,19.8):0.06 | [19.8]:0.21 | (19.8,20.1):0.02 | [20.1]:0.21 | (20.1,20.7):0.06 | [20.7]:0.21 | (20.7,20.9):0.01 | [20.9]:0.21"
20,1,10,"[16.6,16.8):0.03 | [16.8]:0.26 | [16.9]:0.26 | (16.9,18.1):0.14 | [18.1]:0.26 | (18.1,18.4]:0.04"
20,2,10,"[9.4]:0.21 | (9.4,9.7):0.03 | [9.7]:0.21 | (9.7,10.4):0.07 | [10.4]:0.21 | (10.4,10.8):0.04 | [10.8]:0.21 | [10.9]:0.01"
20,3,7,[14.2]:0.58 | [14.3]:0.42
20,4,9,"[10.7,11.1):0.25 | [11.1]:0.56 | (11.1,11.4]:0.19"
20,5,3,"[15.0]:0.22 | [15.1]:0.22 | [15.2]:0.22 | (15.2,15.4):0.02 | [15.4]:0.22 | (15.4,16.0]:0.11"
20,5,7,"[12.2,12.5):0.07 | [12.5]:0.36 | [12.6]:0.36 | (12.6,13.5]:0.21"
20,6,2,"[4.6]:0.03 | [4.7]:0.36 | [4.8]:0.19 | [4.9]:0.36 | (4.9,5.1]:0.06"
20,7,8,"[12.8,13.8):0.42 | [13.8]:0.54 | [13.9]:0.04"
20,7,10,"[8.2,9.0):0.22 | [9.0]:0.36 | [9.1]:0.36 | (9.1,9.3]:0.06"
20,8,3,[4.9]:0.27 | [5.0]:0.47 | [5.1]:0.27
20,8,8,"[11.1,11.6):0.09 | [11.6]:0.52 | [11.7]:0.27 | (11.7,12.4]:0.12"
20,9,5,"[8.5,8.7):0.06 | [8.7]:0.36 | (8.7,9.1):0.08 | [9.1]:0.36 | (9.1,9.6]:0.14"
20,10,1,[14.8]:0.04 | [14.9]:0.24 | [15.0]:0.24 | [15.1]:0.24 | [15.2]:0.24
